,tenure,Partner,Dependents,gender,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
3497,2,1,0,0,1,1,69.3,153.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3498,43,0,0,1,1,1,75.2,3198.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3499,1,0,0,0,1,0,20.9,20.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,Yes
3500,58,1,0,0,1,1,94.3,5610.15,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,No
3501,59,1,1,0,1,1,76.45,4519.5,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,No
3502,44,0,0,1,0,1,54.0,2440.25,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,No
3503,66,0,0,1,1,1,104.25,6860.6,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,No
3504,68,1,1,1,1,0,19.95,1377.7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
3505,9,0,0,1,0,1,24.95,190.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3506,19,0,0,1,1,1,84.75,1651.95,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,No
3507,4,0,0,1,1,0,19.75,78.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3508,70,0,0,0,1,1,113.65,7939.25,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
3509,1,0,0,1,1,1,44.9,44.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
3510,8,0,0,0,1,1,75.25,576.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3511,53,0,0,1,1,0,24.6,1279.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
3512,51,0,0,1,1,0,25.0,1260.7,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,No
3513,11,1,1,1,1,0,20.95,267.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,No
3514,60,1,1,1,1,1,110.6,6586.85,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,No
3515,17,0,0,1,1,1,55.5,934.15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,No
3516,3,0,0,1,1,1,43.3,123.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3517,70,1,0,1,1,1,109.5,7534.65,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,Yes
3518,1,0,0,1,1,0,19.45,19.45,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3519,43,0,0,1,1,1,84.85,3645.6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,No
3520,16,1,0,0,1,0,19.6,314.45,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3521,57,1,1,0,1,0,53.45,3053.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,No
3522,37,1,1,1,1,0,19.8,677.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,No
3523,72,1,0,0,1,0,112.1,7965.95,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
3524,11,0,0,0,1,1,84.8,906.85,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Yes
3525,50,1,0,0,1,1,95.05,4888.7,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Yes
3526,5,0,0,1,1,0,50.35,237.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Yes
3527,1,1,0,1,1,1,74.6,74.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
3528,16,0,0,1,1,1,19.7,342.4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,Yes
3529,2,1,0,1,1,1,74.2,140.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,No
3530,17,0,0,0,1,1,69.0,1108.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,No
3531,16,0,0,0,1,0,19.35,295.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,No
3532,15,0,0,0,1,1,59.45,892.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Yes
3533,10,0,0,0,1,1,19.8,198.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
3534,46,0,1,0,1,1,105.2,4822.85,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,Yes
3535,64,1,1,1,1,1,109.2,6741.15,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
3536,1,0,0,0,1,1,79.15,79.15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No
3537,25,1,1,1,1,0,53.65,1355.45,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,No
3538,71,1,1,1,1,0,100.2,7209.0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,No
3539,8,0,0,1,1,1,45.15,438.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3540,72,1,1,0,1,1,108.65,7726.35,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
3541,49,1,0,0,0,0,40.65,2070.75,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
3542,29,1,1,1,0,1,55.35,1636.95,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,No
3543,72,1,0,1,1,0,105.6,7581.5,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,No
3544,31,1,0,1,1,0,93.8,3019.5,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Yes
3545,50,0,0,0,1,1,95.7,4729.75,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,No
3546,71,1,0,1,1,0,83.2,6126.1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,No
3547,70,1,0,1,1,0,90.05,6333.4,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
3548,71,0,0,1,1,0,97.65,6687.85,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,No
3549,61,1,1,1,1,1,68.05,4158.25,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,No
3550,32,0,0,1,1,1,96.2,3183.4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,Yes
3551,1,0,1,0,1,1,79.6,79.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
3552,68,0,0,1,1,1,102.1,7149.35,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,No
3553,62,0,0,1,1,0,23.4,1429.65,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
3554,7,0,1,0,1,1,71.05,472.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3555,20,0,0,1,1,1,85.25,1734.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Yes
3556,6,1,1,1,1,0,19.45,113.5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
3557,33,0,0,0,0,1,59.45,1884.65,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,No
3558,28,1,1,1,1,0,92.2,2568.15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,No
3559,27,0,0,1,1,0,19.85,470.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
3560,7,0,0,1,1,0,43.9,278.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
3561,26,0,0,1,1,1,80.5,2088.8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Yes
3562,5,0,0,1,1,1,89.8,502.6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
3563,30,0,0,1,1,1,90.5,2595.85,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,No
3564,63,0,0,1,1,0,90.45,5825.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,No
3565,1,0,0,1,1,1,50.75,50.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3566,53,0,1,0,1,1,84.6,4449.75,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,No
3567,14,1,1,0,1,1,89.65,1208.35,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,Yes
3568,21,0,0,0,1,1,99.15,1956.4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,No
3569,17,0,0,1,1,0,19.95,310.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
3570,16,1,1,1,1,0,20.5,290.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
3571,35,0,0,0,1,1,62.1,2096.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,No
3572,32,0,0,0,1,1,79.5,2665.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,No
3573,28,1,1,0,1,1,19.55,543.8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,No
3574,1,0,0,0,1,1,20.35,20.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3575,59,0,0,1,0,1,51.7,3005.8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,No
3576,72,1,1,0,1,1,23.3,1623.15,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,No
3577,36,0,0,1,1,1,65.4,2498.4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,Yes
3578,40,0,0,0,1,0,65.1,2586.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,No
3579,40,1,1,1,1,1,81.2,3292.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,No
3580,9,0,1,0,1,1,72.9,651.4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,Yes
3581,63,1,1,1,1,0,74.5,4674.55,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,No
3582,3,0,0,0,1,1,80.5,232.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,No
3583,40,1,1,1,0,0,60.3,2448.5,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,No
3584,8,1,0,1,1,1,75.0,658.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
3585,34,1,0,1,1,0,90.15,3128.8,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,No
3586,5,0,0,1,0,0,40.0,223.45,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Yes
3587,9,0,0,1,1,1,99.45,919.4,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,Yes
3588,9,1,0,1,1,1,69.05,653.95,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,No
3589,31,1,1,1,1,0,59.7,1825.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
3590,50,1,0,0,1,1,19.85,943.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,No
3591,2,0,0,0,1,1,86.25,181.65,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Yes
3592,1,0,0,0,1,1,45.65,45.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3593,8,0,0,1,1,1,70.1,551.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3594,9,0,0,0,0,0,40.75,359.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,No
3595,2,0,0,0,1,1,70.2,115.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
3596,3,0,0,0,1,0,55.35,165.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3597,25,1,0,1,1,1,95.7,2338.35,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,No
3598,1,0,0,1,1,0,46.3,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3599,45,1,1,0,1,0,81.3,3541.1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,No
3600,51,1,1,1,1,1,84.2,4146.05,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Yes
3601,55,1,1,0,1,0,20.0,1087.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,No
3602,38,0,0,0,1,1,66.15,2522.4,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No
3603,2,0,0,1,1,0,45.85,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3604,38,1,1,1,1,0,19.6,717.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,No
3605,34,0,0,1,1,1,49.8,1734.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3606,70,1,0,0,1,1,101.75,7069.3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,No
3607,13,0,0,0,1,0,55.15,742.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,No
3608,39,0,0,1,1,0,75.25,3017.65,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3609,61,0,0,0,1,1,103.95,6423.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,No
3610,12,0,0,0,1,1,100.15,1164.3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Yes
3611,41,0,0,1,1,1,99.65,4220.35,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,No
3612,21,0,0,1,1,1,73.7,1558.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3613,55,0,0,1,0,1,50.05,2743.45,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,No
3614,69,1,0,1,0,0,60.25,4055.5,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,No
3615,26,1,1,1,1,0,105.75,2710.25,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
3616,69,1,0,0,1,0,87.3,6055.55,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,No
3617,18,1,0,0,0,1,48.35,810.7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
3618,47,1,1,1,1,0,54.25,2538.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3619,72,1,1,0,1,0,85.3,6129.2,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
3620,33,1,0,1,0,1,50.0,1750.85,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,No
3621,2,1,1,0,0,1,24.4,36.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3622,72,1,1,0,1,0,90.95,6652.45,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
3623,37,1,0,1,1,1,72.25,2575.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
3624,62,1,1,0,1,1,96.1,6019.35,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,No
3625,71,1,0,0,1,0,19.85,1379.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
3626,23,0,1,1,1,1,55.3,1284.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No
3627,16,0,0,0,1,0,20.1,296.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
3628,9,0,0,1,1,1,69.5,653.25,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,No
3629,17,1,1,1,1,1,25.15,412.6,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
3630,4,0,0,0,1,0,20.95,85.5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,Yes
3631,1,1,0,0,1,1,49.55,49.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3632,24,1,0,0,1,1,79.65,1928.7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,No
3633,1,0,0,0,1,1,71.25,71.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3634,72,0,0,1,1,0,113.8,7845.8,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
3635,72,1,0,0,1,0,24.55,1750.7,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,No
3636,11,0,1,0,1,0,19.7,216.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,No
3637,9,0,0,1,1,0,20.25,178.5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,Yes
3638,2,1,0,0,1,0,50.15,115.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes
3639,60,1,0,0,1,1,100.5,6029.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,No
3640,29,1,0,1,1,1,95.9,2745.2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,Yes
3641,49,0,0,0,1,1,74.45,3721.9,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,No
3642,30,0,0,0,1,1,104.1,3121.1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,No
3643,53,1,0,0,1,0,19.05,990.45,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,No
3644,39,0,1,1,1,0,25.0,1004.35,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
3645,9,0,0,0,1,0,19.05,157.65,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3646,39,0,0,1,1,0,81.9,3219.75,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,No
3647,8,0,0,1,1,1,69.7,572.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
3648,51,1,1,0,1,1,90.15,4554.85,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,No
3649,71,1,1,1,1,0,25.35,1847.55,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
3650,71,0,0,1,1,1,24.65,1766.75,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
3651,70,1,0,0,1,1,19.55,1462.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
3652,1,0,0,0,0,0,25.25,25.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3653,38,1,0,1,0,1,60.0,2193.2,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,No
3654,28,1,0,0,1,0,89.9,2433.5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,No
3655,32,1,0,0,1,0,19.4,641.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,No
3656,49,1,0,1,1,0,49.8,2398.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,No
3657,37,1,1,0,1,1,24.1,861.85,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
3658,10,0,0,0,1,0,54.25,583.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,No
3659,67,1,0,1,1,0,109.9,7332.4,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,No
3660,7,0,0,1,0,1,35.5,249.55,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,No
3661,51,0,0,0,1,0,87.55,4475.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,No
3662,9,0,0,0,1,0,45.15,416.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3663,9,0,0,0,1,1,88.4,788.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,No
3664,4,0,0,1,1,1,50.8,202.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,No
3665,71,1,0,1,1,1,99.0,6994.6,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,No
3666,50,1,1,0,1,1,84.4,4116.15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes
3667,24,1,1,0,1,1,96.55,2263.45,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,No
3668,22,1,0,1,1,1,59.75,1374.35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,No
3669,44,0,0,1,1,1,111.5,4915.15,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,No
3670,33,1,1,0,1,0,24.25,838.5,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,No
3671,1,0,0,0,1,1,75.1,75.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3672,54,1,0,0,1,1,70.15,3715.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,Yes
3673,42,0,0,1,1,1,101.75,4273.45,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
3674,1,0,0,0,1,0,45.8,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3675,1,0,0,0,1,0,20.5,20.5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
3676,30,0,0,1,1,0,70.4,2044.75,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,No
3677,1,0,0,0,0,0,30.55,30.55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,No
3678,16,1,1,1,1,0,84.9,1398.25,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,No
3679,1,0,0,1,1,1,20.1,20.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,Yes
3680,9,1,0,1,0,0,40.65,328.95,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Yes
3681,46,1,0,1,1,1,101.0,4680.05,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
3682,1,0,0,1,1,1,69.1,69.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3683,71,1,0,1,1,0,54.5,3778.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
3684,43,0,0,1,1,1,75.35,3161.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
3685,50,1,0,1,0,1,44.45,2188.45,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,No
3686,13,0,0,0,1,1,75.0,999.45,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
3687,19,1,1,1,1,0,100.0,1888.65,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,Yes
3688,41,0,0,0,1,0,98.05,3990.6,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,No
3689,1,0,0,0,1,1,71.15,71.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
3690,24,0,0,0,0,1,54.15,1240.25,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,Yes
3691,40,1,0,0,1,0,63.9,2635.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,No
3692,3,1,1,0,1,1,69.15,235.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,No
3693,37,0,0,0,1,0,64.65,2347.85,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,No
3694,67,1,1,0,1,1,108.75,7156.2,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,Yes
3695,32,1,1,0,1,1,98.85,3089.6,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,No
3696,6,1,0,0,1,1,49.15,270.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Yes
3697,32,1,1,0,1,0,89.6,2901.8,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,No
